order_id,order_number,customer_id,order_date,status,subtotal,discount_percent,shipping_cost,tax_amount,total_amount,payment_method,shipping_method,promotion_id,notes
240,ORD-20250126-00240,297,2025-01-26,entregado,1562.2,15,470,328.06,2125.93,credit_card,pickup,,Nota del cliente: Dejar en portería
241,ORD-20240704-00241,243,2024-07-04,cancelado,142.41,17,230,29.91,378.11,bank_transfer,express,,
242,ORD-20251119-00242,279,2025-11-19,pendiente,889.14,2,250,186.72,1308.08,bank_transfer,standard,,
243,ORD-20250828-00243,44,2025-08-28,procesando,5090.72,17,210,1069.05,5504.35,credit_card,pickup,,
244,ORD-20231129-00244,263,2023-11-29,procesando,3625.95,8,10,761.45,4107.32,bank_transfer,standard,6,
245,ORD-20240328-00245,64,2024-03-28,enviado,1804.5,11,310,378.95,2294.96,credit_card,same_day,,
246,ORD-20230123-00246,231,2023-01-23,pendiente,2241.04,7,230,470.62,2784.79,cash_on_delivery,pickup,,
247,ORD-20230908-00247,104,2023-09-08,cancelado,1814.75,18,270,381.1,2139.2,credit_card,pickup,,
248,ORD-20250130-00248,69,2025-01-30,pendiente,3006.05,15,160,631.27,3346.41,credit_card,pickup,,
249,ORD-20241207-00249,105,2024-12-07,enviado,161.23,18,300,33.86,466.07,cash_on_delivery,pickup,,
250,ORD-20240721-00250,138,2024-07-21,cancelado,5176.28,6,350,1087.02,6302.72,credit_card,same_day,,
251,ORD-20260507-00251,266,2026-05-07,pendiente,4849.3,1,0,1018.35,5819.16,debit_card,same_day,,
252,ORD-20230721-00252,149,2023-07-21,cancelado,214.36,1,170,45.02,427.24,credit_card,same_day,4,
253,ORD-20251029-00253,267,2025-10-29,entregado,830.58,3,330,174.42,1310.08,debit_card,pickup,7,
254,ORD-20240926-00254,198,2024-09-26,pendiente,875.36,3,360,183.83,1392.93,debit_card,standard,,
255,ORD-20241224-00255,15,2024-12-24,pendiente,2479.95,7,0,520.79,2827.14,bank_transfer,express,,
256,ORD-20240120-00256,177,2024-01-20,enviado,2161.58,18,60,453.93,2286.43,bank_transfer,same_day,,
257,ORD-20240815-00257,167,2024-08-15,pendiente,2909.56,11,240,611.01,3440.52,bank_transfer,standard,1,
258,ORD-20240328-00258,47,2024-03-28,cancelado,3059.62,10,40,642.52,3436.18,bank_transfer,express,,
259,ORD-20251007-00259,253,2025-10-07,enviado,1055.91,18,270,221.74,1357.59,debit_card,pickup,,
260,ORD-20240925-00260,31,2024-09-25,enviado,99.22,5,60,20.84,175.1,cash_on_delivery,standard,,
261,ORD-20251216-00261,303,2025-12-16,cancelado,2313.49,1,180,485.83,2956.19,debit_card,same_day,,Nota del cliente: Entregar por la tarde
262,ORD-20260112-00262,9,2026-01-12,entregado,2924.9,1,100,614.23,3609.88,paypal,standard,,
263,ORD-20240215-00263,220,2024-02-15,procesando,1604,11,470,336.84,2234.4,cash_on_delivery,standard,,
264,ORD-20230125-00264,317,2023-01-25,enviado,4102.57,5,60,861.54,4818.98,cash_on_delivery,standard,5,
265,ORD-20240717-00265,22,2024-07-17,entregado,569.71,0,260,119.64,949.35,paypal,same_day,,
266,ORD-20231006-00266,33,2023-10-06,cancelado,5344.64,15,150,1122.37,5815.31,cash_on_delivery,pickup,,Nota del cliente: Entregar por la tarde
267,ORD-20250317-00267,199,2025-03-17,enviado,2257.4,10,320,474.05,2825.71,credit_card,express,,
268,ORD-20250415-00268,286,2025-04-15,cancelado,468.32,4,430,98.35,977.94,paypal,standard,,
269,ORD-20230506-00269,287,2023-05-06,enviado,1377.4,10,180,289.25,1708.91,cash_on_delivery,standard,,
270,ORD-20260414-00270,277,2026-04-14,entregado,286.86,0,90,60.24,437.1,paypal,pickup,,
271,ORD-20230102-00271,156,2023-01-02,pendiente,2796.32,2,230,587.23,3557.62,credit_card,pickup,,Nota del cliente: Llamar antes
272,ORD-20240123-00272,325,2024-01-23,entregado,3260.82,6,440,684.77,4189.94,bank_transfer,same_day,,
273,ORD-20240805-00273,334,2024-08-05,enviado,653.8,12,320,137.3,1032.64,debit_card,standard,,
274,ORD-20230323-00274,203,2023-03-23,procesando,186.08,15,220,39.08,417.25,bank_transfer,express,,
275,ORD-20230514-00275,12,2023-05-14,pendiente,65.38,9,200,13.73,273.23,credit_card,same_day,5,
276,ORD-20260425-00276,124,2026-04-25,procesando,1201.39,5,200,252.29,1593.61,bank_transfer,same_day,1,Nota del cliente: Dejar en portería
277,ORD-20260217-00277,41,2026-02-17,procesando,1963.08,11,420,412.25,2579.39,paypal,pickup,,
278,ORD-20240713-00278,201,2024-07-13,cancelado,4120.09,3,140,865.22,5001.71,debit_card,standard,,
279,ORD-20250911-00279,146,2025-09-11,enviado,2275.44,13,440,477.84,2897.47,cash_on_delivery,pickup,,
280,ORD-20230523-00280,311,2023-05-23,cancelado,2143.16,19,60,450.06,2246.02,credit_card,pickup,9,
281,ORD-20230228-00281,83,2023-02-28,enviado,2117.64,12,140,444.7,2448.22,credit_card,express,,Nota del cliente: Envolver para regalo
282,ORD-20240222-00282,112,2024-02-22,enviado,2735.58,1,170,574.47,3452.69,bank_transfer,pickup,,Nota del cliente: Envolver para regalo
283,ORD-20251204-00283,57,2025-12-04,procesando,3431.03,11,440,720.52,4214.14,paypal,same_day,,
284,ORD-20240930-00284,295,2024-09-30,procesando,544.9,15,400,114.43,977.6,paypal,express,,
285,ORD-20250613-00285,157,2025-06-13,enviado,4659.88,14,30,978.57,5016.07,paypal,express,,
286,ORD-20240130-00286,237,2024-01-30,entregado,5823.72,2,40,1222.98,6970.23,debit_card,same_day,,
287,ORD-20231123-00287,103,2023-11-23,entregado,4340.11,14,290,911.42,4933.91,cash_on_delivery,pickup,8,
288,ORD-20240405-00288,218,2024-04-05,cancelado,4576.66,6,320,961.1,5583.16,bank_transfer,pickup,9,
289,ORD-20250126-00289,22,2025-01-26,pendiente,2655.77,14,480,557.71,3321.67,bank_transfer,same_day,,
290,ORD-20231017-00290,316,2023-10-17,pendiente,994.87,3,20,208.92,1193.94,cash_on_delivery,pickup,,
291,ORD-20240207-00291,257,2024-02-07,pendiente,1283.2,16,170,269.47,1517.36,paypal,express,,Nota del cliente: Dejar en portería
292,ORD-20260111-00292,191,2026-01-11,enviado,3101.63,8,450,651.34,3954.84,paypal,pickup,,Nota del cliente: Entregar por la tarde
293,ORD-20240915-00293,120,2024-09-15,enviado,1735.68,15,220,364.49,2059.82,credit_card,same_day,,
294,ORD-20251113-00294,40,2025-11-13,procesando,914.24,1,110,191.99,1207.09,paypal,pickup,,Nota del cliente: Dejar en portería
295,ORD-20230619-00295,33,2023-06-19,pendiente,247.78,13,460,52.03,727.6,paypal,express,,
296,ORD-20230205-00296,149,2023-02-05,enviado,592.08,2,70,124.34,774.58,bank_transfer,same_day,9,
297,ORD-20240804-00297,135,2024-08-04,entregado,1608.72,2,220,337.83,2134.38,paypal,pickup,,
298,ORD-20250904-00298,254,2025-09-04,enviado,712.05,7,210,149.53,1021.74,credit_card,standard,,
299,ORD-20240119-00299,316,2024-01-19,procesando,3740.15,3,310,785.43,4723.38,debit_card,same_day,,
300,ORD-20231107-00300,316,2023-11-07,entregado,2141.6,4,320,449.74,2825.68,paypal,standard,8,
301,ORD-20231102-00301,222,2023-11-02,pendiente,2685.94,16,340,564.05,3160.24,credit_card,standard,,Nota del cliente: Dejar en portería
302,ORD-20240717-00302,185,2024-07-17,entregado,3028.9,19,230,636.07,3319.48,bank_transfer,same_day,,
303,ORD-20240104-00303,272,2024-01-04,enviado,300.6,9,430,63.13,766.68,bank_transfer,pickup,,
304,ORD-20250404-00304,75,2025-04-04,enviado,4358.9,2,490,915.37,5677.09,debit_card,standard,,Nota del cliente: Envolver para regalo
305,ORD-20241224-00305,82,2024-12-24,entregado,2308.8,3,50,484.85,2774.39,cash_on_delivery,express,,
306,ORD-20230104-00306,203,2023-01-04,pendiente,1964.23,0,200,412.49,2576.72,paypal,pickup,9,
307,ORD-20230825-00307,331,2023-08-25,entregado,441.09,0,70,92.63,603.72,credit_card,pickup,8,Nota del cliente: Llamar antes
308,ORD-20230616-00308,291,2023-06-16,cancelado,619.45,12,330,130.08,1005.2,bank_transfer,pickup,,
309,ORD-20250814-00309,244,2025-08-14,pendiente,5223.6,5,100,1096.96,6159.38,bank_transfer,pickup,,
310,ORD-20230109-00310,211,2023-01-09,cancelado,2298.77,18,400,482.74,2767.73,paypal,express,,
311,ORD-20230613-00311,271,2023-06-13,enviado,1801.5,11,100,378.32,2081.66,credit_card,pickup,,Nota del cliente: Envolver para regalo
312,ORD-20250401-00312,44,2025-04-01,pendiente,2370.65,9,400,497.84,3055.13,paypal,express,,
313,ORD-20230702-00313,312,2023-07-02,procesando,1153.6,11,150,242.26,1418.96,paypal,express,,
314,ORD-20230322-00314,185,2023-03-22,pendiente,4075.74,9,200,855.91,4764.83,cash_on_delivery,pickup,,
315,ORD-20240309-00315,136,2024-03-09,pendiente,2924.39,10,330,614.12,3576.07,cash_on_delivery,same_day,,
316,ORD-20231114-00316,315,2023-11-14,entregado,2245.84,18,30,471.63,2343.22,cash_on_delivery,express,,
317,ORD-20250607-00317,96,2025-06-07,enviado,1220.63,3,180,256.33,1620.34,paypal,pickup,,
318,ORD-20251028-00318,333,2025-10-28,procesando,2225.16,17,50,467.28,2364.16,paypal,pickup,,Nota del cliente: Llamar antes
319,ORD-20240621-00319,260,2024-06-21,enviado,151.83,7,70,31.88,243.08,credit_card,express,,
320,ORD-20240413-00320,267,2024-04-13,enviado,3741.3,0,0,785.67,4526.97,bank_transfer,express,3,Nota del cliente: Llamar antes
321,ORD-20240817-00321,58,2024-08-17,entregado,3094.73,0,230,649.89,3974.62,bank_transfer,pickup,,
322,ORD-20260206-00322,146,2026-02-06,entregado,405.09,1,300,85.07,786.11,bank_transfer,express,6,
323,ORD-20240129-00323,175,2024-01-29,procesando,1142.95,9,400,240.02,1680.1,credit_card,standard,1,
324,ORD-20230131-00324,246,2023-01-31,entregado,2558.35,1,450,537.25,3520.02,paypal,standard,,
325,ORD-20230325-00325,323,2023-03-25,enviado,1798.87,10,450,377.76,2446.74,debit_card,same_day,,
326,ORD-20230414-00326,243,2023-04-14,enviado,1607.3,13,180,337.53,1915.88,cash_on_delivery,same_day,,
327,ORD-20230317-00327,68,2023-03-17,entregado,2884.48,12,120,605.74,3264.08,paypal,same_day,,Nota del cliente: Envolver para regalo
328,ORD-20230613-00328,288,2023-06-13,cancelado,2700.64,16,20,567.13,2855.67,debit_card,pickup,3,
329,ORD-20250328-00329,266,2025-03-28,entregado,2500.35,14,60,525.07,2735.37,bank_transfer,standard,,
330,ORD-20240817-00330,30,2024-08-17,cancelado,985.88,1,150,207.03,1333.05,debit_card,standard,,
331,ORD-20250802-00331,307,2025-08-02,entregado,2418.48,6,450,507.88,3231.25,bank_transfer,express,,
332,ORD-20250331-00332,86,2025-03-31,procesando,97.84,19,500,20.55,599.8,credit_card,pickup,,
333,ORD-20230608-00333,109,2023-06-08,entregado,780.22,1,370,163.85,1306.27,credit_card,express,,
334,ORD-20230301-00334,203,2023-03-01,entregado,1031.54,20,30,216.62,1071.85,cash_on_delivery,same_day,,
335,ORD-20241114-00335,305,2024-11-14,enviado,4066.78,5,120,854.02,4837.46,cash_on_delivery,express,7,Nota del cliente: Entregar por la tarde
336,ORD-20230224-00336,199,2023-02-24,procesando,367.55,3,390,77.19,823.71,paypal,same_day,,
337,ORD-20251209-00337,48,2025-12-09,procesando,659.76,5,250,138.55,1015.32,credit_card,pickup,7,
338,ORD-20240801-00338,83,2024-08-01,entregado,286.86,18,190,60.24,485.47,cash_on_delivery,same_day,,
339,ORD-20250209-00339,322,2025-02-09,cancelado,156.94,4,310,32.96,493.62,debit_card,express,1,
340,ORD-20250121-00340,134,2025-01-21,pendiente,1126.84,0,10,236.64,1373.48,paypal,standard,,
341,ORD-20260307-00341,276,2026-03-07,pendiente,5741.29,8,300,1205.67,6787.66,debit_card,express,,
342,ORD-20231214-00342,235,2023-12-14,cancelado,2075.12,5,180,435.78,2587.14,paypal,express,,
343,ORD-20231026-00343,171,2023-10-26,cancelado,3123.69,15,500,655.97,3811.11,credit_card,express,,
344,ORD-20260426-00344,86,2026-04-26,cancelado,4788.45,11,140,1005.57,5407.29,bank_transfer,pickup,,
345,ORD-20231210-00345,269,2023-12-10,entregado,446.86,7,180,93.84,689.42,bank_transfer,express,9,
346,ORD-20250304-00346,89,2025-03-04,pendiente,821.5,18,460,172.52,1306.15,debit_card,express,,
347,ORD-20251111-00347,130,2025-11-11,entregado,4261.93,4,200,895.01,5186.46,credit_card,standard,,Nota del cliente: Envolver para regalo
348,ORD-20231231-00348,150,2023-12-31,enviado,4234.12,17,360,889.17,4763.49,paypal,express,3,
349,ORD-20240107-00349,20,2024-01-07,entregado,2911.6,4,420,611.44,3826.58,cash_on_delivery,express,,
350,ORD-20240705-00350,201,2024-07-05,cancelado,420.88,15,220,88.38,666.13,bank_transfer,standard,10,
351,ORD-20230610-00351,56,2023-06-10,pendiente,717.65,19,330,150.71,1062.01,credit_card,standard,,
352,ORD-20260116-00352,149,2026-01-16,cancelado,3407.7,4,190,715.62,4177.01,debit_card,express,2,
353,ORD-20250727-00353,133,2025-07-27,entregado,2095.35,12,240,440.02,2523.93,credit_card,same_day,8,
354,ORD-20231128-00354,99,2023-11-28,pendiente,1766.6,14,110,370.99,2000.27,bank_transfer,same_day,7,
355,ORD-20250717-00355,319,2025-07-17,entregado,4436.61,20,290,931.69,4770.98,debit_card,same_day,,
356,ORD-20241201-00356,84,2024-12-01,procesando,1535.41,0,340,322.44,2197.85,cash_on_delivery,same_day,,
357,ORD-20230702-00357,17,2023-07-02,entregado,3555.23,9,140,746.6,4121.86,bank_transfer,same_day,,
358,ORD-20240527-00358,221,2024-05-27,pendiente,1356.69,2,60,284.9,1674.46,cash_on_delivery,pickup,,
359,ORD-20241023-00359,222,2024-10-23,enviado,1439.19,12,470,302.23,2038.72,cash_on_delivery,pickup,,
360,ORD-20240310-00360,29,2024-03-10,enviado,4216.4,19,120,885.44,4420.72,cash_on_delivery,pickup,,
361,ORD-20240531-00361,259,2024-05-31,procesando,1683.32,8,120,353.5,2022.15,cash_on_delivery,same_day,,
362,ORD-20230619-00362,138,2023-06-19,entregado,2792.26,20,240,586.37,3060.18,bank_transfer,standard,,
363,ORD-20240725-00363,243,2024-07-25,pendiente,4276.77,19,290,898.12,4652.3,cash_on_delivery,same_day,,Nota del cliente: Dejar en portería
364,ORD-20250719-00364,57,2025-07-19,enviado,1716.48,19,90,360.46,1840.81,bank_transfer,standard,,
365,ORD-20250220-00365,227,2025-02-20,enviado,3673.19,14,310,771.37,4240.31,cash_on_delivery,express,5,
366,ORD-20240515-00366,124,2024-05-15,pendiente,3906.24,16,480,820.31,4581.55,cash_on_delivery,standard,,
367,ORD-20250215-00367,282,2025-02-15,procesando,6646.22,8,300,1395.71,7810.23,bank_transfer,same_day,3,
368,ORD-20230413-00368,259,2023-04-13,cancelado,3442.83,15,210,722.99,3859.4,paypal,express,,
369,ORD-20240706-00369,121,2024-07-06,procesando,3682.25,15,50,773.27,3953.18,cash_on_delivery,express,,
370,ORD-20260315-00370,298,2026-03-15,procesando,5428.13,20,20,1139.91,5502.41,cash_on_delivery,express,9,Nota del cliente: Llamar antes
371,ORD-20241014-00371,100,2024-10-14,pendiente,3250.69,9,390,682.64,4030.77,cash_on_delivery,standard,,
372,ORD-20250714-00372,300,2025-07-14,entregado,322.12,8,260,67.65,624,paypal,standard,,
373,ORD-20240426-00373,324,2024-04-26,cancelado,1956.99,7,240,410.97,2470.97,paypal,standard,,Nota del cliente: Llamar antes
374,ORD-20250226-00374,140,2025-02-26,entregado,3160.35,14,50,663.67,3431.57,credit_card,pickup,,
375,ORD-20251028-00375,231,2025-10-28,enviado,2356.2,0,420,494.8,3271,cash_on_delivery,standard,10,
376,ORD-20260425-00376,179,2026-04-25,procesando,2942.6,10,160,617.95,3426.29,paypal,express,,
377,ORD-20251124-00377,13,2025-11-24,enviado,1744.44,9,430,366.33,2383.77,bank_transfer,standard,,
378,ORD-20240709-00378,191,2024-07-09,procesando,3735.09,15,160,784.37,4119.2,debit_card,pickup,,
379,ORD-20230308-00379,271,2023-03-08,enviado,3165.31,3,0,664.72,3735.07,credit_card,pickup,4,
380,ORD-20240625-00380,243,2024-06-25,procesando,3298.91,10,190,692.77,3851.79,credit_card,express,1,
381,ORD-20241007-00381,282,2024-10-07,procesando,538.76,16,260,113.14,825.7,paypal,express,,
382,ORD-20250901-00382,52,2025-09-01,cancelado,4172.04,9,300,876.13,4972.69,cash_on_delivery,express,,Nota del cliente: Llamar antes
383,ORD-20240604-00383,243,2024-06-04,procesando,1290.46,12,450,271,1856.6,credit_card,standard,2,
384,ORD-20240930-00384,227,2024-09-30,procesando,750.12,5,240,157.53,1110.14,paypal,pickup,,
385,ORD-20240701-00385,68,2024-07-01,procesando,2142.65,9,380,449.96,2779.77,debit_card,standard,,
386,ORD-20250502-00386,168,2025-05-02,procesando,130.76,11,200,27.46,343.84,paypal,express,1,Nota del cliente: Envolver para regalo
387,ORD-20250926-00387,132,2025-09-26,enviado,18.13,16,30,3.81,49.04,cash_on_delivery,pickup,,
388,ORD-20260414-00388,22,2026-04-14,pendiente,111.51,7,260,23.42,387.12,debit_card,standard,,
389,ORD-20250724-00389,37,2025-07-24,procesando,3452.09,13,10,724.94,3738.26,bank_transfer,standard,,
390,ORD-20230804-00390,212,2023-08-04,procesando,856.9,20,130,179.95,995.47,bank_transfer,standard,,
391,ORD-20250902-00391,109,2025-09-02,pendiente,1321.08,10,130,277.43,1596.4,bank_transfer,express,,
392,ORD-20250209-00392,74,2025-02-09,pendiente,2135.3,20,40,448.41,2196.65,cash_on_delivery,express,,
393,ORD-20230418-00393,3,2023-04-18,pendiente,396.09,8,220,83.18,667.58,paypal,pickup,,
394,ORD-20230519-00394,110,2023-05-19,procesando,921.4,2,120,193.49,1216.46,debit_card,same_day,,
395,ORD-20250214-00395,161,2025-02-14,procesando,546.55,13,220,114.78,810.28,debit_card,same_day,,
396,ORD-20230512-00396,245,2023-05-12,enviado,1363.24,9,360,286.28,1886.83,bank_transfer,standard,,
397,ORD-20241119-00397,3,2024-11-19,pendiente,1137.73,19,380,238.92,1540.48,credit_card,standard,,
398,ORD-20240508-00398,234,2024-05-08,procesando,2687.83,12,320,564.44,3249.73,cash_on_delivery,express,,Nota del cliente: Entregar por la tarde
399,ORD-20240128-00399,97,2024-01-28,enviado,3772.78,9,0,792.28,4225.51,credit_card,express,,
400,ORD-20260122-00400,277,2026-01-22,pendiente,2780.55,10,210,583.92,3296.42,cash_on_delivery,express,,
401,ORD-20250121-00401,219,2025-01-21,enviado,1107.12,13,70,232.5,1265.69,paypal,same_day,2,Nota del cliente: Entregar por la tarde
402,ORD-20230909-00402,62,2023-09-09,enviado,4626.09,18,210,971.48,4974.87,paypal,same_day,10,
403,ORD-20230531-00403,306,2023-05-31,entregado,1765.16,16,50,370.68,1903.41,bank_transfer,standard,4,
404,ORD-20250615-00404,257,2025-06-15,enviado,1979.77,0,330,415.75,2725.52,bank_transfer,express,,
405,ORD-20230530-00405,248,2023-05-30,pendiente,499.56,7,310,104.91,879.5,bank_transfer,express,,
406,ORD-20240824-00406,203,2024-08-24,enviado,4512.26,17,50,947.57,4742.75,cash_on_delivery,standard,5,
407,ORD-20230628-00407,159,2023-06-28,enviado,4294,4,100,901.74,5123.98,debit_card,standard,9,
408,ORD-20240622-00408,279,2024-06-22,enviado,1467.68,6,290,308.21,1977.83,credit_card,express,,
409,ORD-20240816-00409,41,2024-08-16,cancelado,2293.19,15,170,481.57,2600.78,credit_card,pickup,,
410,ORD-20240127-00410,190,2024-01-27,entregado,218.48,11,60,45.88,300.33,credit_card,same_day,,
411,ORD-20231017-00411,215,2023-10-17,pendiente,2694.74,3,380,565.9,3559.8,debit_card,standard,,
412,ORD-20260519-00412,47,2026-05-19,pendiente,3246.9,4,140,681.85,3938.87,debit_card,express,2,Nota del cliente: Entregar por la tarde
413,ORD-20250831-00413,269,2025-08-31,cancelado,487.78,4,390,102.43,960.7,paypal,standard,4,
414,ORD-20250130-00414,81,2025-01-30,cancelado,3444.43,15,370,723.33,4021.1,cash_on_delivery,express,,
415,ORD-20240224-00415,224,2024-02-24,pendiente,3838.34,20,260,806.05,4136.72,debit_card,standard,,
416,ORD-20250203-00416,210,2025-02-03,entregado,2697.48,17,410,566.47,3215.38,credit_card,standard,,Nota del cliente: Envolver para regalo
417,ORD-20230303-00417,178,2023-03-03,enviado,2616.13,12,380,549.39,3231.58,paypal,express,,Nota del cliente: Llamar antes
418,ORD-20250901-00418,223,2025-09-01,enviado,156.94,9,40,32.96,215.78,debit_card,same_day,,
419,ORD-20260303-00419,149,2026-03-03,entregado,1013.39,17,370,212.81,1423.92,cash_on_delivery,same_day,,
420,ORD-20251203-00420,277,2025-12-03,pendiente,1051.53,15,180,220.82,1294.62,paypal,same_day,,Nota del cliente: Envolver para regalo
421,ORD-20250202-00421,181,2025-02-02,cancelado,1775.83,7,170,372.92,2194.44,paypal,express,,
422,ORD-20250710-00422,327,2025-07-10,enviado,3099.05,5,260,650.8,3854.9,cash_on_delivery,pickup,,
423,ORD-20250622-00423,312,2025-06-22,enviado,188.69,3,360,39.62,582.65,bank_transfer,pickup,8,
424,ORD-20260513-00424,139,2026-05-13,enviado,1034.47,19,20,217.24,1075.16,debit_card,standard,,
425,ORD-20230125-00425,23,2023-01-25,pendiente,4438.01,12,310,931.98,5147.43,debit_card,same_day,8,Nota del cliente: Llamar antes
426,ORD-20250914-00426,115,2025-09-14,pendiente,3569.79,13,450,749.66,4305.38,cash_on_delivery,express,5,
427,ORD-20241115-00427,157,2024-11-15,cancelado,5781.66,19,90,1214.15,5987.29,debit_card,pickup,,Nota del cliente: Entregar por la tarde
428,ORD-20250123-00428,255,2025-01-23,enviado,4450.03,1,180,934.51,5520.04,debit_card,same_day,,
429,ORD-20260322-00429,15,2026-03-22,enviado,3606.23,10,90,757.31,4092.92,credit_card,same_day,,
430,ORD-20250301-00430,317,2025-03-01,pendiente,2073.1,1,260,435.35,2747.72,credit_card,standard,5,
431,ORD-20230710-00431,325,2023-07-10,cancelado,158.61,0,230,33.31,421.92,paypal,same_day,2,
432,ORD-20250730-00432,170,2025-07-30,procesando,375.43,9,320,78.84,740.48,cash_on_delivery,pickup,,Nota del cliente: Dejar en portería
433,ORD-20260110-00433,47,2026-01-10,enviado,3943.99,8,20,828.24,4476.71,debit_card,pickup,,
434,ORD-20250106-00434,36,2025-01-06,entregado,1768.48,3,90,371.38,2176.81,debit_card,standard,,
435,ORD-20251210-00435,217,2025-12-10,entregado,2467.61,5,120,518.2,2982.43,debit_card,express,3,Nota del cliente: Dejar en portería
436,ORD-20240126-00436,116,2024-01-26,enviado,772.31,0,20,162.19,954.5,credit_card,express,,
437,ORD-20231028-00437,159,2023-10-28,enviado,5474.75,0,470,1149.7,7094.45,debit_card,express,,
438,ORD-20240904-00438,61,2024-09-04,pendiente,1045.17,12,170,219.49,1309.24,cash_on_delivery,pickup,,
439,ORD-20240803-00439,186,2024-08-03,entregado,3806.53,2,220,799.37,4749.77,paypal,pickup,,
440,ORD-20231118-00440,124,2023-11-18,enviado,3198.51,20,450,671.69,3680.5,cash_on_delivery,express,10,
441,ORD-20260208-00441,89,2026-02-08,pendiente,2280.12,6,150,478.83,2772.14,paypal,pickup,,Nota del cliente: Entregar por la tarde
442,ORD-20251217-00442,264,2025-12-17,procesando,3778.64,1,280,793.51,4814.36,cash_on_delivery,express,,
443,ORD-20230517-00443,231,2023-05-17,enviado,4156.55,3,160,872.88,5064.73,paypal,express,5,Nota del cliente: Dejar en portería
444,ORD-20250412-00444,131,2025-04-12,entregado,3145.51,1,220,660.56,3994.61,bank_transfer,express,,
445,ORD-20230320-00445,291,2023-03-20,pendiente,1920.19,17,250,403.24,2247,paypal,same_day,,
446,ORD-20230414-00446,162,2023-04-14,pendiente,1384.3,0,360,290.7,2035,paypal,same_day,10,
447,ORD-20250406-00447,142,2025-04-06,procesando,4929.94,15,390,1035.29,5615.74,credit_card,pickup,,
448,ORD-20230918-00448,189,2023-09-18,procesando,2178.53,6,100,457.49,2605.31,paypal,same_day,,
449,ORD-20240612-00449,58,2024-06-12,cancelado,1368.88,3,190,287.46,1805.27,paypal,standard,3,
450,ORD-20231126-00450,240,2023-11-26,pendiente,587.16,14,460,123.3,1088.26,bank_transfer,express,1,
451,ORD-20240311-00451,242,2024-03-11,entregado,458.37,2,130,96.26,675.46,credit_card,same_day,,
452,ORD-20230909-00452,119,2023-09-09,enviado,3187.05,10,130,669.28,3667.63,cash_on_delivery,express,,
453,ORD-20240517-00453,67,2024-05-17,enviado,4118.47,12,80,864.88,4569.13,debit_card,pickup,,
454,ORD-20240427-00454,34,2024-04-27,cancelado,3181.78,6,260,668.17,3919.04,paypal,express,,
455,ORD-20231221-00455,59,2023-12-21,enviado,4744.11,11,150,996.26,5368.52,cash_on_delivery,pickup,9,
456,ORD-20240302-00456,264,2024-03-02,cancelado,3222.32,1,490,676.69,4356.79,paypal,express,,
457,ORD-20240318-00457,235,2024-03-18,pendiente,1125.18,20,160,236.29,1296.43,paypal,pickup,,
458,ORD-20250324-00458,66,2025-03-24,procesando,457.29,0,360,96.03,913.32,bank_transfer,express,,
459,ORD-20240611-00459,209,2024-06-11,pendiente,947.76,5,120,199.03,1219.4,paypal,express,2,
460,ORD-20240327-00460,273,2024-03-27,entregado,3626.78,7,260,761.62,4394.53,credit_card,express,10,
461,ORD-20260125-00461,151,2026-01-25,entregado,1738.16,7,460,365.01,2441.5,credit_card,express,,Nota del cliente: Llamar antes
462,ORD-20250510-00462,89,2025-05-10,pendiente,286.86,3,210,60.24,548.49,credit_card,express,5,
463,ORD-20240218-00463,147,2024-02-18,cancelado,915.72,19,20,192.3,954.03,cash_on_delivery,pickup,,
464,ORD-20240904-00464,33,2024-09-04,pendiente,4555.58,19,80,956.67,4726.69,credit_card,pickup,,
465,ORD-20231223-00465,109,2023-12-23,entregado,2669.63,9,400,560.62,3389.98,bank_transfer,same_day,,
466,ORD-20230907-00466,110,2023-09-07,pendiente,2034.61,7,180,427.27,2499.46,paypal,standard,3,
467,ORD-20260426-00467,23,2026-04-26,cancelado,1961.31,12,370,411.88,2507.83,paypal,standard,,Nota del cliente: Dejar en portería
468,ORD-20240122-00468,334,2024-01-22,enviado,1136.22,1,40,238.61,1403.47,credit_card,same_day,5,
469,ORD-20250320-00469,247,2025-03-20,cancelado,1033.62,5,0,217.06,1199,cash_on_delivery,same_day,,
470,ORD-20231202-00470,20,2023-12-02,enviado,1304.68,1,330,273.98,1895.61,bank_transfer,standard,,
471,ORD-20260307-00471,8,2026-03-07,entregado,1543.14,4,50,324.06,1855.47,paypal,same_day,,
472,ORD-20260219-00472,215,2026-02-19,procesando,1560.64,0,460,327.73,2348.37,bank_transfer,express,,
473,ORD-20251105-00473,111,2025-11-05,entregado,1466.95,12,30,308.06,1628.98,paypal,standard,,
474,ORD-20230619-00474,205,2023-06-19,pendiente,685.71,13,60,144,800.57,bank_transfer,same_day,,
475,ORD-20250121-00475,214,2025-01-21,procesando,3208.72,4,30,673.83,3784.2,bank_transfer,same_day,6,
476,ORD-20241217-00476,202,2024-12-17,cancelado,3700.19,20,480,777.04,4217.19,paypal,express,,
477,ORD-20231215-00477,43,2023-12-15,pendiente,3877.42,4,310,814.26,4846.58,bank_transfer,same_day,1,
478,ORD-20250320-00478,205,2025-03-20,cancelado,1821.5,2,290,382.52,2457.59,credit_card,express,,Nota del cliente: Envolver para regalo
479,ORD-20250904-00479,270,2025-09-04,pendiente,2839,12,410,596.19,3504.51,bank_transfer,pickup,,
